,Plant_Species_Corrected,Genus,Spp,Plant_Family,FruitLength,FruitWidth,Citation.ID.width,Citation.ID.length,WoodDensity,WoodDensity_TaxonomicLevel
636,Anthonotha_noldeae,Anthonotha,noldeae,Fabaceae,120,40,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.685333333,genus
637,Bridelia_speciosa,Bridelia,speciosa,Phyllanthaceae,10,7,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.555032738,genus
638,Rytigynia_umbellulata,Rytigynia,umbellulata,Rubiaceae,8,8,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.637445335,family
639,Detarium_senegalense,Detarium,senegalense,Fabaceae,60,40,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.7,species
640,Neocarya_macrophylla,Neocarya,macrophylla,Chrysobalanaceae,40,30,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.805709207,family
641,Garcinia_quadrifaria,Garcinia,quadrifaria,Clusiaceae,30,30,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.741621569,genus
642,Drypetes_pellegrini,Drypetes,pellegrini,Putranjivaceae,NA,NA,NA,NA,0.694512821,genus
643,Bussea_occidentalis,Bussea,occidentalis,Fabaceae,200,30,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.791666667,species
644,Duboscia_viridiﬂora,Duboscia,viridi,Malvaceae,50,35,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.488731536,family
645,Vitex_micrantha,Vitex,micrantha,Lamiaceae,15,13,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.454,species
646,Bridelia_grandis,Bridelia,grandis,Phyllanthaceae,10,7,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.523,species
647,Pentadesma_grandifolia,Pentadesma,grandifolia,Clusiaceae,150,100,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.682833333,genus
648,Treculia_obovoidea,Treculia,obovoidea,Moraceae,60,60,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.566972653,family
649,Alstonia_congensis,Alstonia,congensis,Apocynaceae,300,3,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.3255,species
650,Strychnos_innocua,Strychnos,innocua,Loganiaceae,80,80,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.87,species
651,Cassipourea_barteri,Cassipourea,barteri,Rhizophoraceae,7,5,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.650357143,genus
652,Drypetes_capillipes,Drypetes,capillipes,Putranjivaceae,NA,NA,NA,NA,0.694512821,genus
653,Drypetes_inaequalis,Drypetes,inaequalis,Putranjivaceae,30,25,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.694512821,genus
654,Drypetes_laciniata,Drypetes,laciniata,Putranjivaceae,NA,NA,NA,NA,0.694512821,genus
655,Alangium_chinense,Alangium,chinense,Cornaceae,9,6,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.401666667,species
656,Olea_hochstetteri,Olea,hochstetteri,Oleaceae,20,10,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.71,species
657,Garcinia_buchananii,Garcinia,buchananii,Clusiaceae,25,25,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.814,species
658,Hymenocardia_acida,Hymenocardia,acida,Phyllanthaceae,30,25,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.702,species
659,Ficus_asperifolia,Ficus,asperifolia,Moraceae,20,20,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.405534662,genus
660,Vepris_trichocarpa,Vepris,trichocarpa,Rutaceae,12,7,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.659,genus
661,Anthocleista_nobilis,Anthocleista,nobilis,Gentianaceae,40,25,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.499333333,species
662,Smeathmannia_pubescens,Smeathmannia,pubescens,Passifloraceae,30,25,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.675,family
663,Ficus_umbellata,Ficus,umbellata,Moraceae,50,50,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.405534662,genus
664,Uapaca_sansibarica,Uapaca,sansibarica,Phyllanthaceae,20,15,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.525,species
665,Ficus_amadiensis,Ficus,amadiensis,Moraceae,10,10,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.405534662,genus
666,Irvingia_smithii,Irvingia,smithii,Irvingiaceae,50,10,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.819569444,genus
667,Diospyros_hoyleana,Diospyros,hoyleana,Ebenaceae,20,18,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.683275126,genus
668,Hypericum_revolutum,Hypericum,revolutum,Hypericaceae,15,9,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.985,genus
